Order Date,Ship Date,Ship Mode,Segment,Country,City,State,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Order Year,Order Month
2015-11-22,2015-11-23,First Class,Consumer,United States,Hialeah,Florida,South,Technology,Machines,Texas Instruments TI-34 Scientific Calculator,32.985,3,0.5,-1.9791,2015,November
2016-12-30,2016-12-30,Same Day,Home Office,United States,Los Angeles,California,West,Office Supplies,Binders,Cardinal Hold-It CD Pocket,6.384,1,0.2,2.1546,2016,December
2017-08-12,2017-08-15,First Class,Consumer,United States,Lake Forest,California,West,Furniture,Furnishings,DAX Wood Document Frame,54.92,4,0.0,19.7712,2017,August
2015-09-10,2015-09-12,Second Class,Consumer,United States,Seattle,Washington,West,Office Supplies,Storage,"Belkin 19"" Center-Weighted Shelf, Gray",353.88,6,0.0,17.694,2015,September
2014-11-08,2014-11-14,Standard Class,Consumer,United States,Redding,California,West,Technology,Phones,Toshiba IPT2010-SD IP Telephone,333.576,3,0.2,25.0182,2014,November
2016-10-08,2016-10-15,Standard Class,Home Office,United States,San Antonio,Texas,Central,Office Supplies,Labels,Avery 50,60.144,6,0.2,20.2986,2016,October
2017-09-08,2017-09-12,Second Class,Corporate,United States,Houston,Texas,Central,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,85.2,6,0.2,20.235,2017,September
2015-02-25,2015-03-01,Standard Class,Consumer,United States,Leominster,Massachusetts,East,Office Supplies,Labels,Avery 518,3.15,1,0.0,1.512,2015,February
2015-02-25,2015-03-01,Standard Class,Consumer,United States,Leominster,Massachusetts,East,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",22.72,4,0.0,10.224,2015,February
2015-09-24,2015-09-28,Standard Class,Corporate,United States,Los Angeles,California,West,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",14.91,3,0.0,4.6221,2015,September
2016-08-31,2016-09-06,Standard Class,Consumer,United States,Waco,Texas,Central,Office Supplies,Storage,Super Decoflex Portable Personal File,23.968,2,0.2,2.3968,2016,August
2016-04-12,2016-04-16,Standard Class,Consumer,United States,Los Angeles,California,West,Office Supplies,Binders,JM Magazine Binder,13.208,1,0.2,4.6228,2016,April
2016-12-04,2016-12-08,Standard Class,Consumer,United States,Auburn,New York,East,Office Supplies,Binders,GBC Instant Report Kit,15.528,3,0.2,5.823,2016,December
2016-12-04,2016-12-09,Standard Class,Consumer,United States,San Francisco,California,West,Office Supplies,Paper,Xerox 1915,104.85,1,0.0,50.328,2016,December
2014-11-11,2014-11-18,Standard Class,Consumer,United States,Los Angeles,California,West,Office Supplies,Art,50 Colored Long Pencils,30.48,3,0.0,7.9248,2014,November
2014-11-11,2014-11-18,Standard Class,Consumer,United States,Los Angeles,California,West,Furniture,Chairs,Hon Olson Stacker Stools,112.648,1,0.2,11.2648,2014,November
2015-04-02,2015-04-09,Standard Class,Consumer,United States,Los Angeles,California,West,Technology,Machines,"Vtech AT&T CL2940 Corded Speakerphone, Black",71.976,3,0.2,24.2919,2015,April
2015-12-12,2015-12-16,Second Class,Consumer,United States,Chico,California,West,Office Supplies,Art,Newell 311,2.21,1,0.0,0.5967,2015,December
2015-12-12,2015-12-16,Second Class,Consumer,United States,Chico,California,West,Office Supplies,Envelopes,Peel & Seel Envelopes,15.52,4,0.0,7.4496,2015,December
2015-12-12,2015-12-16,Second Class,Consumer,United States,Chico,California,West,Office Supplies,Paper,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",36.44,4,0.0,16.398,2015,December
2017-10-02,2017-10-08,Standard Class,Consumer,United States,Springfield,Oregon,West,Office Supplies,Supplies,Acme Softgrip Scissors,39.072,6,0.2,4.3956,2017,October
2017-10-02,2017-10-08,Standard Class,Consumer,United States,Springfield,Oregon,West,Office Supplies,Art,Berol Giant Pencil Sharpener,95.144,7,0.2,10.7037,2017,October
2017-04-10,2017-04-14,Second Class,Corporate,United States,Jacksonville,Florida,South,Furniture,Furnishings,Stackable Trays,12.32,5,0.2,1.848,2017,April
2017-09-29,2017-10-02,First Class,Consumer,United States,Bakersfield,California,West,Office Supplies,Fasteners,Advantus Plastic Paper Clips,35.0,7,0.0,16.8,2017,September
2017-09-29,2017-10-02,First Class,Consumer,United States,Bakersfield,California,West,Furniture,Chairs,"Leather Task Chair, Black",72.784,1,0.2,0.0,2017,September
2017-09-29,2017-10-02,First Class,Consumer,United States,Bakersfield,California,West,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",97.84,2,0.0,25.4384,2017,September
2017-09-29,2017-10-02,First Class,Consumer,United States,Bakersfield,California,West,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",51.75,1,0.0,15.525,2017,September
2017-09-29,2017-10-02,First Class,Consumer,United States,Bakersfield,California,West,Office Supplies,Binders,Binding Machine Supplies,46.672,2,0.2,16.3352,2017,September
2014-09-29,2014-10-03,Second Class,Consumer,United States,New York City,New York,East,Furniture,Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",117.36,4,0.0,36.3816,2014,September
2014-09-29,2014-10-03,Second Class,Consumer,United States,New York City,New York,East,Office Supplies,Labels,Avery 48,18.9,3,0.0,8.694,2014,September
2014-09-29,2014-10-03,Second Class,Consumer,United States,New York City,New York,East,Office Supplies,Paper,White Computer Printout Paper by Universal,77.52,2,0.0,37.9848,2014,September
2014-08-20,2014-08-25,Second Class,Consumer,United States,Chicago,Illinois,Central,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black",421.372,2,0.3,-6.0196,2014,August
2014-07-11,2014-07-14,First Class,Consumer,United States,El Paso,Texas,Central,Office Supplies,Paper,Xerox 200,10.368,2,0.2,3.6288,2014,July
2015-03-22,2015-03-24,First Class,Consumer,United States,Thousand Oaks,California,West,Technology,Phones,Square Credit Card Reader,15.984,2,0.2,1.1988,2015,March
2017-05-12,2017-05-19,Standard Class,Home Office,United States,Springfield,Ohio,East,Office Supplies,Art,Newell 347,10.272,3,0.2,1.1556,2017,May
2017-11-13,2017-11-19,Standard Class,Corporate,United States,Dallas,Texas,Central,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,61.792,4,0.2,6.1792,2017,November
2016-09-04,2016-09-07,Second Class,Consumer,United States,Knoxville,Tennessee,South,Office Supplies,Paper,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",12.192,3,0.2,4.1148,2016,September
2016-09-04,2016-09-07,Second Class,Consumer,United States,Knoxville,Tennessee,South,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,87.168,2,0.2,8.7168,2016,September
2016-09-04,2016-09-07,Second Class,Consumer,United States,Knoxville,Tennessee,South,Office Supplies,Art,Prismacolor Color Pencil Set,31.744,2,0.2,8.3328,2016,September
2016-02-06,2016-02-11,Standard Class,Corporate,United States,Chattanooga,Tennessee,South,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",132.224,4,0.2,-18.1808,2016,February
2015-03-22,2015-03-26,Standard Class,Corporate,United States,San Diego,California,West,Office Supplies,Paper,Easy-staple paper,105.52,4,0.0,48.5392,2015,March
2015-03-22,2015-03-26,Standard Class,Corporate,United States,San Diego,California,West,Furniture,Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,91.96,2,0.0,15.6332,2015,March
2015-07-02,2015-07-03,First Class,Home Office,United States,New York City,New York,East,Office Supplies,Paper,Xerox 209,19.44,3,0.0,9.3312,2015,July
2015-06-15,2015-06-17,First Class,Consumer,United States,Tampa,Florida,South,Technology,Accessories,Belkin Standard 104 key USB Keyboard,11.672,1,0.2,-0.7295,2015,June
2014-11-26,2014-11-26,Same Day,Consumer,United States,Utica,New York,East,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",12.912,3,0.2,4.6806,2014,November
2014-11-26,2014-11-26,Same Day,Consumer,United States,Utica,New York,East,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,17.088,4,0.2,5.7672,2014,November
2014-11-26,2014-11-26,Same Day,Consumer,United States,Utica,New York,East,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",93.15,9,0.0,44.712,2014,November
2014-11-26,2014-11-26,Same Day,Consumer,United States,Utica,New York,East,Office Supplies,Labels,Avery File Folder Labels,11.52,4,0.0,5.6448,2014,November
2017-05-12,2017-05-18,Standard Class,Corporate,United States,San Francisco,California,West,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,238.62,2,0.0,4.7724,2017,May
2017-05-12,2017-05-18,Standard Class,Corporate,United States,San Francisco,California,West,Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,7.77,1,0.0,2.0979,2017,May
2017-05-12,2017-05-18,Standard Class,Corporate,United States,San Francisco,California,West,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",285.48,5,0.2,-10.7055,2017,May
2017-05-12,2017-05-18,Standard Class,Corporate,United States,San Francisco,California,West,Office Supplies,Binders,"DXL Angle-View Binders with Locking Rings, Black",19.168,4,0.2,6.4692,2017,May
2014-05-02,2014-05-02,Same Day,Consumer,United States,Columbus,Ohio,East,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,26.136,3,0.2,1.9602,2014,May
2017-09-03,2017-09-06,Second Class,Home Office,United States,New York City,New York,East,Furniture,Chairs,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,90.801,1,0.1,14.1246,2017,September
2017-09-03,2017-09-06,Second Class,Home Office,United States,New York City,New York,East,Furniture,Chairs,Global Low Back Tilter Chair,181.764,2,0.1,-8.0784,2017,September
2017-09-03,2017-09-06,Second Class,Home Office,United States,New York City,New York,East,Office Supplies,Art,Prang Drawing Pencil Set,5.56,2,0.0,2.224,2017,September
2016-12-03,2016-12-07,Standard Class,Consumer,United States,Richmond,Indiana,Central,Furniture,Chairs,"Global Stack Chair with Arms, Black",29.98,1,0.0,8.0946,2016,December
2016-07-21,2016-07-26,Standard Class,Consumer,United States,Concord,North Carolina,South,Office Supplies,Labels,Avery 494,6.264,3,0.2,2.0358,2016,July
2016-07-21,2016-07-26,Standard Class,Consumer,United States,Concord,North Carolina,South,Furniture,Chairs,"Leather Task Chair, Black",363.92,5,0.2,0.0,2016,July
2015-06-09,2015-06-16,Standard Class,Consumer,United States,Miami,Florida,South,Technology,Accessories,Logitech Keyboard K120,72.6,5,0.2,-8.1675,2015,June
2017-11-27,2017-12-03,Standard Class,Consumer,United States,Los Angeles,California,West,Technology,Phones,Griffin GC17055 Auxiliary Audio Cable,57.568,4,0.2,5.7568,2017,November
2015-03-27,2015-04-03,Standard Class,Consumer,United States,Seattle,Washington,West,Office Supplies,Storage,Rogers Profile Extra Capacity Storage Tub,83.7,5,0.0,3.348,2015,March
2015-09-22,2015-09-26,Second Class,Home Office,United States,Arlington,Virginia,South,Office Supplies,Paper,Xerox 214,32.4,5,0.0,15.552,2015,September
2015-09-22,2015-09-26,Second Class,Home Office,United States,Arlington,Virginia,South,Furniture,Furnishings,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",47.98,2,0.0,11.0354,2015,September
2015-11-17,2015-11-21,Standard Class,Consumer,United States,San Diego,California,West,Technology,Phones,RCA ViSYS 25825 Wireless digital phone,415.968,4,0.2,51.996,2015,November
2015-11-17,2015-11-21,Standard Class,Consumer,United States,San Diego,California,West,Office Supplies,Storage,Carina Media Storage Towers in Natural & Black,304.9,5,0.0,6.098,2015,November
2015-11-17,2015-11-21,Standard Class,Consumer,United States,San Diego,California,West,Furniture,Furnishings,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",80.96,4,0.0,29.1456,2015,November
2015-11-17,2015-11-21,Standard Class,Consumer,United States,San Diego,California,West,Office Supplies,Paper,Xerox 203,32.4,5,0.0,15.552,2015,November
2015-11-17,2015-11-21,Standard Class,Consumer,United States,San Diego,California,West,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,225.568,2,0.2,2.8196,2015,November
2015-11-17,2015-11-21,Standard Class,Consumer,United States,San Diego,California,West,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,36.6,3,0.0,15.372,2015,November
2015-11-10,2015-11-14,Standard Class,Home Office,United States,Roseville,Minnesota,Central,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,74.76,3,0.0,34.3896,2015,November
2015-11-10,2015-11-14,Standard Class,Home Office,United States,Roseville,Minnesota,Central,Furniture,Furnishings,Staple-based wall hangings,29.22,3,0.0,12.8568,2015,November
2014-09-10,2014-09-14,Standard Class,Home Office,United States,Virginia Beach,Virginia,South,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,9.64,2,0.0,4.7236,2014,September
2015-08-05,2015-08-11,Standard Class,Corporate,United States,Dallas,Texas,Central,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",33.488,7,0.2,-1.2558,2015,August
2015-08-05,2015-08-11,Standard Class,Corporate,United States,Dallas,Texas,Central,Office Supplies,Supplies,Stiletto Hand Letter Openers,23.04,3,0.2,-4.896,2015,August
2017-09-03,2017-09-07,Second Class,Consumer,United States,Concord,California,West,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",239.666,2,0.15,14.098,2017,September
2015-11-01,2015-11-08,Standard Class,Consumer,United States,Conway,Arkansas,South,Furniture,Tables,"Iceberg OfficeWorks 42"" Round Tables",301.96,2,0.0,45.294,2015,November
2015-04-29,2015-05-04,Second Class,Home Office,United States,Philadelphia,Pennsylvania,East,Office Supplies,Paper,Xerox 1949,7.968,2,0.2,2.8884,2015,April
2016-05-01,2016-05-04,Second Class,Consumer,United States,Little Rock,Arkansas,South,Office Supplies,Paper,Xerox 1994,19.44,3,0.0,9.3312,2016,May
2016-05-01,2016-05-04,Second Class,Consumer,United States,Little Rock,Arkansas,South,Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils,11.16,2,0.0,4.3524,2016,May
2014-08-05,2014-08-07,Second Class,Corporate,United States,Meriden,Connecticut,East,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,79.47,3,0.0,22.2516,2014,August
2014-08-05,2014-08-07,Second Class,Corporate,United States,Meriden,Connecticut,East,Office Supplies,Art,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",4.56,2,0.0,2.0064,2014,August
2016-01-04,2016-01-08,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Art,Newell 312,4.672,1,0.2,0.584,2016,January
2016-09-24,2016-09-28,Standard Class,Consumer,United States,Bloomington,Indiana,Central,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",127.95,3,0.0,21.7515,2016,September
2017-03-30,2017-04-03,Standard Class,Home Office,United States,Columbus,Georgia,South,Office Supplies,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",59.76,1,0.0,16.7328,2017,March
2017-06-04,2017-06-04,Same Day,Home Office,United States,Jonesboro,Arkansas,South,Office Supplies,Binders,Insertable Tab Indexes For Data Binders,9.54,3,0.0,4.3884,2017,June
2015-04-07,2015-04-09,First Class,Home Office,United States,Philadelphia,Pennsylvania,East,Office Supplies,Art,Newell 331,11.736,3,0.2,1.0269,2015,April
2014-05-21,2014-05-26,Standard Class,Home Office,United States,Lawrence,Massachusetts,East,Office Supplies,Paper,Xerox 1992,17.94,3,0.0,8.7906,2014,May
2016-03-13,2016-03-15,Second Class,Corporate,United States,San Francisco,California,West,Furniture,Furnishings,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",28.28,2,0.0,7.3528,2016,March
2014-10-16,2014-10-17,Same Day,Consumer,United States,San Francisco,California,West,Office Supplies,Binders,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,14.352,3,0.2,5.0232,2014,October
2017-10-08,2017-10-11,First Class,Corporate,United States,Cranston,Rhode Island,East,Office Supplies,Storage,"SAFCO Mobile Desk Side File, Wire Frame",42.76,1,0.0,11.1176,2017,October
2015-05-07,2015-05-12,Standard Class,Consumer,United States,Owensboro,Kentucky,South,Office Supplies,Paper,Xerox 1902,45.68,2,0.0,21.0128,2015,May
2016-04-14,2016-04-17,First Class,Consumer,United States,Baltimore,Maryland,East,Office Supplies,Binders,GBC ProClick Spines for 32-Hole Punch,25.06,2,0.0,11.7782,2016,April
2016-11-21,2016-11-26,Standard Class,Consumer,United States,Chicago,Illinois,Central,Office Supplies,Paper,Xerox 1910,38.432,1,0.2,13.4512,2016,November
2016-11-21,2016-11-26,Standard Class,Consumer,United States,Chicago,Illinois,Central,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",21.568,2,0.2,1.6176,2016,November
2016-11-21,2016-11-26,Standard Class,Consumer,United States,Chicago,Illinois,Central,Technology,Accessories,Lenovo 17-Key USB Numeric Keypad,81.576,3,0.2,2.0394,2016,November
2017-09-10,2017-09-14,Standard Class,Consumer,United States,Atlanta,Georgia,South,Office Supplies,Binders,Wilson Jones Suede Grain Vinyl Binders,2.78,1,0.0,1.3622,2017,September
2017-09-09,2017-09-14,Standard Class,Corporate,United States,Los Angeles,California,West,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,99.87,3,0.0,23.9688,2017,September
2014-11-01,2014-11-08,Standard Class,Home Office,United States,Los Angeles,California,West,Office Supplies,Labels,Avery 475,44.4,3,0.0,22.2,2014,November
2014-11-01,2014-11-08,Standard Class,Home Office,United States,Los Angeles,California,West,Office Supplies,Paper,Easy-staple paper,21.4,5,0.0,9.63,2014,November
2016-04-03,2016-04-09,Standard Class,Consumer,United States,Richmond,Indiana,Central,Furniture,Furnishings,"Seth Thomas 13 1/2"" Wall Clock",71.12,4,0.0,22.0472,2016,April
2017-01-12,2017-01-16,Standard Class,Corporate,United States,San Francisco,California,West,Office Supplies,Envelopes,Staple envelope,9.78,1,0.0,4.89,2017,January
2015-11-20,2015-11-24,Standard Class,Home Office,United States,San Francisco,California,West,Office Supplies,Binders,Cardinal Poly Pocket Divider Pockets for Ring Binders,24.192,9,0.2,7.56,2015,November
2016-11-27,2016-12-02,Standard Class,Corporate,United States,Westfield,New Jersey,East,Furniture,Furnishings,Ultra Door Pull Handle,31.56,3,0.0,10.4148,2016,November
2017-11-06,2017-11-06,Same Day,Home Office,United States,San Francisco,California,West,Office Supplies,Paper,Xerox 191,59.94,3,0.0,28.1718,2017,November
2017-11-06,2017-11-06,Same Day,Home Office,United States,San Francisco,California,West,Office Supplies,Paper,Easy-staple paper,45.36,4,0.0,22.2264,2017,November
2017-11-06,2017-11-06,Same Day,Home Office,United States,San Francisco,California,West,Office Supplies,Paper,Astroparche Fine Business Paper,26.4,5,0.0,12.672,2017,November
2017-11-06,2017-11-06,Same Day,Home Office,United States,San Francisco,California,West,Office Supplies,Labels,Avery 503,41.4,4,0.0,19.872,2017,November
2017-11-06,2017-11-06,Same Day,Home Office,United States,San Francisco,California,West,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,16.95,1,0.0,1.017,2017,November
2016-12-02,2016-12-07,Standard Class,Corporate,United States,San Jose,California,West,Office Supplies,Binders,GBC VeloBind Cover Sets,24.704,2,0.2,9.264,2016,December
2016-12-02,2016-12-07,Standard Class,Corporate,United States,San Jose,California,West,Office Supplies,Appliances,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",59.7,3,0.0,26.865,2016,December
2016-12-02,2016-12-07,Standard Class,Corporate,United States,San Jose,California,West,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Black",14.52,3,0.0,5.6628,2016,December
2016-12-02,2016-12-07,Standard Class,Corporate,United States,San Jose,California,West,Office Supplies,Binders,Satellite Sectional Post Binders,104.184,3,0.2,33.8598,2016,December
2016-12-17,2016-12-22,Standard Class,Home Office,United States,Seattle,Washington,West,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray",46.53,3,0.0,13.0284,2016,December
2014-08-24,2014-08-26,Second Class,Corporate,United States,Owensboro,Kentucky,South,Office Supplies,Supplies,Acme Titanium Bonded Scissors,25.5,3,0.0,6.63,2014,August
2015-09-17,2015-09-23,Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Storage,Woodgrain Magazine Files by Perma,14.9,5,0.0,1.043,2015,September
2015-09-17,2015-09-23,Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Labels,Avery 485,87.71,7,0.0,41.2237,2015,September
2015-09-17,2015-09-23,Standard Class,Consumer,United States,New York City,New York,East,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,199.764,2,0.1,8.8784,2015,September
2015-09-17,2015-09-23,Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Storage,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,94.6,4,0.0,27.434,2015,September
2015-09-17,2015-09-23,Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",110.96,2,0.0,53.2608,2015,September
2015-09-17,2015-09-23,Standard Class,Consumer,United States,New York City,New York,East,Technology,Phones,ARKON Windshield Dashboard Air Vent Car Mount Holder,67.8,4,0.0,1.356,2015,September
2017-11-19,2017-11-22,Second Class,Consumer,United States,Springfield,Virginia,South,Office Supplies,Art,Newell 349,22.96,7,0.0,6.6584,2017,November
2014-10-11,2014-10-15,Standard Class,Corporate,United States,Fayetteville,Arkansas,South,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,7.31,1,0.0,3.4357,2014,October
2014-10-11,2014-10-15,Standard Class,Corporate,United States,Fayetteville,Arkansas,South,Furniture,Furnishings,Eldon Pizzaz Desk Accessories,8.92,4,0.0,3.9248,2014,October
2017-07-07,2017-07-09,First Class,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Paper,Xerox 216,15.552,3,0.2,5.4432,2017,July
2017-07-07,2017-07-09,First Class,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Storage,Plastic Stacking Crates & Casters,13.392,3,0.2,1.0044,2017,July
2017-07-07,2017-07-09,First Class,Consumer,United States,Philadelphia,Pennsylvania,East,Technology,Accessories,AmazonBasics 3-Button USB Wired Mouse,16.776,3,0.2,4.8231,2017,July
2016-07-04,2016-07-04,Same Day,Home Office,United States,Seattle,Washington,West,Furniture,Furnishings,"Master Caster Door Stop, Brown",25.4,5,0.0,8.636,2016,July
2016-07-04,2016-07-04,Same Day,Home Office,United States,Seattle,Washington,West,Technology,Phones,Avaya 4621SW VoIP phone,177.48,3,0.2,19.9665,2016,July
2016-07-04,2016-07-04,Same Day,Home Office,United States,Seattle,Washington,West,Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4,71.976,3,0.2,8.997,2016,July
2017-05-19,2017-05-25,Standard Class,Consumer,United States,Plano,Texas,Central,Technology,Phones,Jabra Supreme Plus Driver Edition Headset,95.992,1,0.2,9.5992,2017,May
2017-05-19,2017-05-25,Standard Class,Consumer,United States,Plano,Texas,Central,Office Supplies,Labels,Avery 491,13.216,4,0.2,4.2952,2017,May
2017-10-12,2017-10-14,Second Class,Consumer,United States,Los Angeles,California,West,Office Supplies,Art,Newell 343,5.88,2,0.0,1.5876,2017,October
2016-08-06,2016-08-13,Standard Class,Consumer,United States,Los Angeles,California,West,Technology,Phones,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,211.168,4,0.2,18.4772,2016,August
2014-08-25,2014-08-29,Standard Class,Corporate,United States,Los Angeles,California,West,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Smoke",6.28,1,0.0,2.6376,2014,August
2014-08-25,2014-08-29,Standard Class,Corporate,United States,Los Angeles,California,West,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,95.1,5,0.0,30.432,2014,August
2014-08-25,2014-08-29,Standard Class,Corporate,United States,Los Angeles,California,West,Office Supplies,Paper,Xerox 23,25.92,4,0.0,12.4416,2014,August
2014-08-25,2014-08-29,Standard Class,Corporate,United States,Los Angeles,California,West,Office Supplies,Storage,Portable Personal File Box,48.84,4,0.0,13.1868,2014,August
2015-09-14,2015-09-18,Second Class,Home Office,United States,Des Moines,Iowa,Central,Office Supplies,Binders,Wilson Jones Impact Binders,25.9,5,0.0,12.691,2015,September
2017-03-05,2017-03-05,Same Day,Corporate,United States,Southaven,Mississippi,South,Office Supplies,Envelopes,Laser & Ink Jet Business Envelopes,42.68,4,0.0,19.6328,2017,March
2017-04-15,2017-04-21,Standard Class,Home Office,United States,Houston,Texas,Central,Office Supplies,Paper,Xerox 207,20.736,4,0.2,7.2576,2017,April
2014-03-30,2014-03-31,First Class,Corporate,United States,New York City,New York,East,Office Supplies,Art,"Sanford EarthWrite Recycled Pencils, Medium Soft, #2",10.5,5,0.0,2.94,2014,March
2014-11-11,2014-11-15,Second Class,Corporate,United States,Reading,Pennsylvania,East,Furniture,Furnishings,"GE 4 Foot Flourescent Tube, 40 Watt",23.968,2,0.2,7.7896,2014,November
2016-03-12,2016-03-15,Second Class,Corporate,United States,San Francisco,California,West,Office Supplies,Appliances,Euro-Pro Shark Turbo Vacuum,154.9,5,0.0,40.274,2016,March
2016-03-12,2016-03-15,Second Class,Corporate,United States,San Francisco,California,West,Office Supplies,Envelopes,Security-Tint Envelopes,30.56,4,0.0,14.9744,2016,March
2017-02-09,2017-02-14,Second Class,Corporate,United States,Los Angeles,California,West,Furniture,Furnishings,"Master Big Foot Doorstop, Beige",21.12,4,0.0,6.5472,2017,February
2014-11-11,2014-11-13,Second Class,Home Office,United States,Los Angeles,California,West,Office Supplies,Appliances,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",7.78,2,0.0,2.0228,2014,November
2017-08-20,2017-08-25,Standard Class,Corporate,United States,San Francisco,California,West,Office Supplies,Supplies,Acme Kleencut Forged Steel Scissors,17.22,3,0.0,5.166,2017,August
2017-08-20,2017-08-25,Standard Class,Corporate,United States,San Francisco,California,West,Technology,Phones,Plantronics Encore H101 Dual Earpieces Headset,107.88,3,0.2,10.788,2017,August
2016-01-15,2016-01-17,First Class,Home Office,United States,New York City,New York,East,Office Supplies,Paper,Xerox 1893,81.98,2,0.0,40.1702,2016,January
2014-07-20,2014-07-22,First Class,Consumer,United States,San Diego,California,West,Office Supplies,Paper,Xerox 189,104.85,1,0.0,50.328,2014,July
2014-07-20,2014-07-22,First Class,Consumer,United States,San Diego,California,West,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,8.704,2,0.2,3.1552,2014,July
2014-07-20,2014-07-22,First Class,Consumer,United States,San Diego,California,West,Office Supplies,Paper,Xerox 1897,19.92,4,0.0,9.7608,2014,July
2014-07-20,2014-07-22,First Class,Consumer,United States,San Diego,California,West,Furniture,Furnishings,Nu-Dell Leatherette Frames,43.02,3,0.0,15.4872,2014,July
2017-02-06,2017-02-11,Standard Class,Consumer,United States,New York City,New York,East,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",240.784,1,0.2,30.098,2017,February
2017-07-13,2017-07-17,Standard Class,Corporate,United States,Overland Park,Kansas,Central,Office Supplies,Paper,Strathmore Photo Mount Cards,13.56,2,0.0,6.2376,2017,July
